Id,SalePrice
2350,283453.3
2351,257757.89
2352,248132.69
2353,256844.12
2354,133907.06
2355,152541.2
2356,154926.97
2357,196539.31
2358,199895.64
2359,135769.72
2360,123569.37
2361,136324.12
2362,255588.97
2363,140810.7
2364,145719.84
2365,210177.39
2366,188458.6
2367,234102.48
2368,208353.03
2369,236342.03
2370,173657.27
2371,174677.03
2372,195957.61
2373,261238.48
2374,285285.6
2375,227924.98
2376,281489.1
2377,379192.88
2378,147709.89
2379,212675.52
2380,150878.12
2381,164557.38
2382,187349.75
2383,199505.72
2384,232260.47
2385,157360.3
2386,142924.89
2387,140212.44
2388,124576.26
2389,129415.94
2390,140029.05
2391,135916.4
2392,112578.1
2393,160293.19
2394,144936.5
2395,173817.83
2396,147756.16
2397,185657.7
2398,126640.08
2399,79426.12
2400,78963.77
2401,114761.96
2402,135146.47
2403,141794.0
2404,153550.94
2405,156834.9
2406,137360.5
2407,131280.27
2408,135743.31
2409,135343.47
2410,155939.2
2411,123955.38
2412,155365.12
2413,137404.44
2414,135733.48
2415,137627.6
2416,128376.11
2417,126935.94
2418,124894.48
2419,133413.28
2420,128539.664
2421,151039.47
2422,111374.59
2423,137231.53
2424,152936.31
2425,207484.6
2426,124958.445
2427,137672.5
2428,160219.48
2429,118914.016
2430,130532.336
2431,126244.09
2432,135262.34
2433,143780.06
2434,142477.88
2435,154112.19
2436,111404.47
2437,113776.83
2438,130729.87
2439,117052.734
2440,120258.266
2441,106356.945
2442,104721.65
2443,112595.24
2444,119823.19
2445,90784.12
2446,127019.01
2447,202532.69
2448,137372.5
2449,113647.22
2450,145835.8
2451,128582.914
2452,187105.75
2453,97867.375
2454,127635.18
2455,111791.84
2456,136328.33
2457,124710.66
2458,116673.56
2459,110310.81
2460,137342.7
2461,118735.836
2462,133705.0
2463,121021.65
2464,146628.45
2465,138799.67
2466,116214.68
2467,134354.88
2468,92554.4
2469,94057.31
2470,166816.03
2471,171560.7
2472,152030.16
2473,117331.555
2474,107219.24
2475,189617.8
2476,115435.766
2477,133310.2
2478,159253.64
2479,123617.09
2480,139045.38
2481,130787.34
2482,131850.23
2483,119230.33
2484,127453.71
2485,124903.42
2486,155294.77
2487,183001.88
2488,138024.42
2489,149599.58
2490,147522.33
2491,98020.664
2492,181914.64
2493,140799.05
2494,157851.88
2495,101045.01
2496,215665.4
2497,146709.89
2498,108089.99
2499,95158.67
2500,129529.02
2501,131073.22
2502,136212.6
2503,104679.43
2504,187511.84
2505,218464.48
2506,249138.94
2507,306350.84
2508,250565.4
2509,216525.08
2510,223681.9
2511,186789.4
2512,211571.77
2513,212909.16
2514,227549.69
2515,146021.23
2516,165900.73
2517,133281.27
2518,143744.58
2519,222327.48
2520,200474.4
2521,195119.42
2522,218965.02
2523,132267.25
2524,141086.48
2525,144819.27
2526,138354.86
2527,125085.91
2528,129527.85
2529,137213.47
2530,124684.04
2531,248164.19
2532,229300.92
2533,198425.0
2534,231561.88
2535,295355.0
2536,230059.23
2537,216767.84
2538,182947.25
2539,185319.45
2540,177615.78
2541,177772.81
2542,171430.89
2543,122639.375
2544,121908.24
2545,128664.94
2546,134476.95
2547,130244.98
2548,150627.45
2549,146827.88
2550,537737.9
2551,141588.69
2552,115593.5
2553,92674.09
2554,115682.47
2555,106867.67
2556,101121.21
2557,111165.98
2558,149516.72
2559,153089.58
2560,148265.89
2561,138518.34
2562,151316.23
2563,162521.92
2564,183715.92
2565,145261.28
2566,176752.89
2567,147308.38
2568,196859.81
2569,190377.47
2570,116895.26
2571,201398.88
2572,161919.44
2573,211326.0
2574,310369.1
2575,124720.62
2576,138552.45
2577,149735.45
2578,96252.67
2579,81761.695
2580,136295.98
2581,120923.69
2582,118116.17
2583,298202.53
2584,163174.98
2585,189921.67
2586,202465.81
2587,184518.12
2588,136289.62
2589,145394.9
2590,208681.48
2591,208623.12
2592,217078.55
2593,245464.78
2594,170875.53
2595,208676.34
2596,338229.78
2597,196111.1
2598,253857.03
2599,326571.47
2600,167983.42
2601,133297.78
2602,85449.39
2603,91089.35
2604,90566.39
2605,85226.83
2606,146662.06
2607,173428.94
2608,186395.22
2609,153745.89
2610,117426.24
2611,158685.08
2612,149151.05
2613,126543.07
2614,126234.516
2615,149889.75
2616,137606.22
2617,167601.58
2618,170081.48
2619,190740.48
2620,180885.58
2621,184495.38
2622,190511.61
2623,233307.19
2624,261953.73
2625,325004.88
2626,168073.58
2627,173396.47
2628,400133.5
2629,462412.97
2630,338541.3
2631,450908.1
2632,381897.4
2633,294233.34
2634,393161.3
2635,158727.81
2636,190269.9
2637,166863.36
2638,253510.05
2639,186407.14
2640,158830.86
2641,109907.29
2642,182205.72
2643,104127.76
2644,127927.96
2645,103737.31
2646,99571.33
2647,102148.67
2648,138644.39
2649,146345.61
2650,133592.11
2651,143762.05
2652,429859.4
2653,268281.66
2654,249377.62
2655,379218.4
2656,318360.22
2657,334329.5
2658,281250.06
2659,303142.8
2660,323108.5
2661,353160.7
2662,360729.56
2663,277539.25
2664,272741.66
2665,316162.8
2666,281965.8
2667,172036.75
2668,176646.83
2669,176851.58
2670,267695.56
2671,178420.73
2672,185654.2
2673,206723.28
2674,211615.23
2675,166432.31
2676,186562.66
2677,200467.45
2678,245346.75
2679,275527.28
2680,273115.3
2681,383573.8
2682,320903.56
2683,473893.9
2684,302566.7
2685,326212.5
2686,261615.66
2687,314747.6
2688,231375.56
2689,211172.02
2690,453426.06
2691,200644.81
2692,141120.19
2693,192811.94
2694,138228.17
2695,190083.58
2696,185530.73
2697,193663.28
2698,195490.38
2699,184888.34
2700,169954.42
2701,159832.77
2702,123487.43
2703,138393.86
2704,140651.56
2705,125975.58
2706,121272.54
2707,128006.45
2708,133533.64
2709,118842.54
2710,126056.45
2711,268482.8
2712,354213.03
2713,164576.2
2714,154772.34
2715,173653.14
2716,158515.27
2717,191781.75
2718,242937.78
2719,162360.86
2720,164181.84
2721,140861.75
2722,159000.8
2723,143609.92
2724,131670.39
2725,134571.5
2726,146259.48
2727,168731.5
2728,159525.62
2729,149985.28
2730,144156.45
2731,120443.78
2732,119638.16
2733,156999.3
2734,147542.28
2735,136880.28
2736,144243.25
2737,124606.84
2738,140160.53
2739,155379.5
2740,130613.11
2741,151484.69
2742,149577.66
2743,152320.66
2744,147083.33
2745,137440.5
2746,134031.5
2747,146921.58
2748,130461.66
2749,130232.9
2750,131192.03
2751,128984.83
2752,215164.55
2753,150967.77
2754,195537.72
2755,128931.35
2756,96263.64
2757,88390.02
2758,90429.6
2759,143737.67
2760,132280.6
2761,146824.03
2762,146767.56
2763,167577.81
2764,163006.33
2765,214667.64
2766,137278.61
2767,93104.08
2768,138756.28
2769,137351.0
2770,144269.89
2771,116990.05
2772,127981.33
2773,159848.39
2774,132655.08
2775,128940.64
2776,138581.5
2777,139810.2
2778,106672.766
2779,140447.14
2780,104036.836
2781,99843.945
2782,94889.17
2783,108900.87
2784,120948.19
2785,139631.44
2786,78342.94
2787,117018.5
2788,86756.2
2789,162917.67
2790,100033.555
2791,113655.266
2792,85382.65
2793,157696.22
2794,108360.19
2795,120995.07
2796,101554.945
2797,168405.11
2798,115098.734
2799,118555.27
2800,80666.57
2801,110208.266
2802,139248.89
2803,151685.19
2804,148325.7
2805,96244.63
2806,98095.0
2807,140035.89
2808,145269.53
2809,134540.95
2810,134782.16
2811,155222.7
2812,144198.89
2813,159762.02
2814,157184.23
2815,105876.625
2816,212695.33
2817,144328.62
2818,130432.67
2819,172682.8
2820,137512.52
2821,99393.03
2822,169287.52
2823,217559.7
2824,165996.16
2825,142097.06
2826,123976.75
2827,135050.31
2828,236670.36
2829,190344.05
2830,223765.45
2831,189479.69
2832,242533.77
2833,288943.8
2834,214127.45
2835,222820.62
2836,191166.3
2837,175411.73
2838,145702.45
2839,178064.08
2840,193553.05
2841,201946.81
2842,223696.25
2843,153457.62
2844,162490.28
2845,124275.54
2846,212141.0
2847,193808.14
2848,204726.23
2849,212023.25
2850,270744.25
2851,227896.03
2852,229809.16
2853,236929.42
2854,140567.3
2855,201981.88
2856,203967.3
2857,189550.69
2858,195638.44
2859,126541.6
2860,120097.08
2861,132976.69
2862,178716.12
2863,122404.3
2864,221988.86
2865,140204.95
2866,148983.61
2867,91265.78
2868,110493.23
2869,117372.945
2870,140032.62
2871,101287.766
2872,71557.07
2873,105163.28
2874,134578.67
2875,117851.445
2876,146382.78
2877,136362.44
2878,176342.4
2879,139534.56
2880,108307.305
2881,166465.86
2882,180567.12
2883,186341.5
2884,180425.47
2885,188580.42
2886,221140.47
2887,101840.0
2888,122249.29
2889,70675.62
2890,81442.69
2891,137880.25
2892,74156.31
2893,108170.516
2894,70934.53
2895,325247.5
2896,300439.38
2897,180550.48
2898,145130.62
2899,209980.28
2900,158055.39
2901,194742.88
2902,194794.58
2903,344420.97
2904,355644.28
2905,132417.31
2906,189077.08
2907,113634.54
2908,128956.56
2909,153471.48
2910,86645.9
2911,85549.98
2912,154490.64
2913,87753.41
2914,84489.2
2915,86145.6
2916,85492.445
2917,156516.61
2918,124261.47
2919,201419.72
